#theta_nq = 65 +/- 5 deg :: Q2 = 3.5 +/- 0.5 GeV2 :: All (*_syst) errors are relative, dsig / sig [%],  all(*_err) are absolute. 
#pm_bin: central bin with +/- 0.02 GeV. The pwia/fsi Xsec are from Laget calculation. red_dataXsec_avg with nan values have > 50%% stats uncertainty should be ignored.
#Each of the quantities here have been averaged over overlapping (Pm, thnq) bins for Pm=80, 580(sets 1,2) and 750(sets 1,2,3). Energy and angle units are in [Gev] and [deg]  
#!pm_bin[i,0]/  pm_avg[f,1]/  red_dataXsec_avg[f,2]/  rel_stats_err[f,6]/  rel_syst_tot[f,9]/   rel_tot_err[f,10]/
0.02000         0.03201       5.46553E+00              9.54810              3.87370              10.30400             
0.06000         0.05898       1.72017E+00              4.86920              4.62920              6.71850              
0.10000         0.09658       3.37215E-01              4.86260              5.60020              7.41670              
0.14000         0.13579       7.71106E-02              7.00190              5.55870              8.94010              
0.18000         0.17593       1.60043E-02              13.98360             4.93720              14.82960             
0.22000         0.21683       3.86961E-03              31.70340             4.45870              32.01540             
0.26000         0.25715       3.21213E-03              35.77360             4.15910              36.01450             
0.30000         0.29807       NAN                      72.35760             3.93410              72.46450             
0.34000         nan           NAN                      nan                  nan                  nan                  
0.38000         0.38669       NAN                      67.38240             5.53360              67.60930             
0.42000         0.42498       8.41352E-04              43.88990             6.77900              44.41040             
0.46000         0.46269       4.15285E-04              30.13330             6.73250              30.87620             
0.50000         0.50230       5.38070E-04              15.62610             5.61810              16.60530             
0.54000         0.54122       2.97346E-04              14.38570             5.63040              15.44830             
0.58000         0.58318       2.43462E-04              12.73090             6.93380              14.49670             
0.62000         0.62058       2.56870E-04              11.13960             6.97070              13.14090             
0.66000         0.66056       1.78182E-04              13.00180             7.04070              14.78580             
0.70000         0.69892       1.46847E-04              14.18260             8.20890              16.38700             
0.74000         0.73716       1.17390E-04              17.60900             7.17430              19.01440             
0.78000         0.77603       7.64768E-05              26.00810             7.27570              27.00660             
0.82000         0.81601       NAN                      33.58870             6.05000              34.12920             
0.86000         0.85494       NAN                      46.39780             6.14550              46.80310             
0.90000         0.89352       NAN                      100.79570            4.44980              100.89390            
0.94000         nan           NAN                      nan                  nan                  nan                  
0.98000         nan           NAN                      nan                  nan                  nan                  
1.02000         nan           NAN                      nan                  nan                  nan                  
1.06000         nan           NAN                      nan                  nan                  nan                  
1.10000         nan           NAN                      nan                  nan                  nan                  
1.14000         nan           NAN                      nan                  nan                  nan                  
1.18000         nan           NAN                      nan                  nan                  nan                  
